movieid;cast;director;writer;genres
1897;Radha Mitchell,Gabriel Mann,Ally Sheedy,Patricia Clarkson,Charis Michelsen;Lisa Cholodenko;Lisa Cholodenko;Drama,Romance
1898;Catherine McCormack,Rachel Weisz,Anna Friel,Paul Bettany,Steven Mackintosh;David Leland;;Drama,Romance,War
1899;Ben Daniels,Michel Piccoli;Lavinia Currier;;Drama,Adventure
1900;Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi;Majid Majidi;Majid Majidi;Drama,Comedy,Family
1901;;Tim Kirkman;Tim Kirkman;
1902;Ione Skye,Jennifer Aniston,Mackenzie Astin,Michael Landes,Seymour Cassel;Tiffanie DeBartolo;Tiffanie DeBartolo;Romance,Comedy,Drama
1903;Christopher Scott Cherot,Chenoa Maxwell,Tammi Katherine Jones,Robinne Lee,Reginald James;Christopher Scott Cherot;Christopher Scott Cherot;Action,Comedy,Romance,Sci-Fi,Thriller
1904;Thomas Jay Ryan,James Urbaniak,Parker Posey,Maria Porter,James Saito;Hal Hartley;Hal Hartley;Comedy,Drama
1905;Vahina Giocante,Frédéric Malgras,Nicolas Welbers,Amira Casar,Roxane Mesquida;Manuel Pradal;Manuel Pradal;Drama,Romance
1906;Eric Stoltz,Annabella Sciorra,Chris Eigeman,Carlos Jacott,Marianne Jean-Baptiste;Noah Baumbach;Noah Baumbach;Comedy,Romance
1907;Ming-Na Wen,Lea Salonga,June Foray,Soon-Tek Oh,Freda Foh Shen;Tony Bancroft,Barry Cook;;Animation,Family,Adventure
1908;Stuart Townsend,John Hannah,James Nesbitt,Brenda Fricker,Derek Thompson;Marc Evans;;Thriller,Crime,Drama
1909;David Duchovny,Gillian Anderson,Mitch Pileggi,William B. Davis,John Neville;Rob Bowman;;Mystery,Sci-Fi,Thriller
1910;Brendan Gleeson,Peter McDonald,Tony Doyle,Peter Caffrey,Antoine Byrne;Paddy Breathnach;;Action,Comedy,Crime
1911;Eddie Murphy,Ossie Davis,Oliver Platt,Peter Boyle,Richard Schiff;Betty Thomas;;Comedy,Family,Fantasy
1912;George Clooney,Jennifer Lopez,Michael Keaton,Samuel L. Jackson,Dennis Farina;Steven Soderbergh;;Romance,Comedy,Crime
1913;Rachel Roberts,Dominic Guard,Helen Morse,Jacki Weaver,Vivean Gray;Peter Weir;;Thriller,Drama,Mystery
1914;Adam Beach,Evan Adams,Irene Bedard,Gary Farmer,Tantoo Cardinal;Chris Eyre;Sherman Alexie;Drama,Comedy
1915;Marcello Mastroianni,Jean-Yves Gautier,Leonor Silveira,Diogo Dória,Isabel de Castro;Manoel de Oliveira;Manoel de Oliveira,Jacques Parsi;Drama,Foreign
1916;Vincent Gallo,Christina Ricci,Ben Gazzara,Mickey Rourke,Rosanna Arquette;Vincent Gallo;;Romance,Comedy,Crime,Drama
1917;Bruce Willis,Billy Bob Thornton,Ben Affleck,Liv Tyler,Will Patton;Michael Bay;;Action,Thriller,Sci-Fi,Adventure
1918;Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,Jet Li;Richard Donner;;Action,Adventure,Comedy,Crime,Drama,Thriller
1919;Hatty Jones,Frances McDormand,Nigel Hawthorne,Ben Daniels,Arturo Venegas;Daisy von Scherler Mayer;;Comedy,Drama,Family
1920;Gregory Smith,Kirsten Dunst,Denis Leary,Phil Hartman,David Cross;Joe Dante;;Comedy,Adventure,Fantasy,Sci-Fi,Action
1921;Sean Gullette,Mark Margolis,Ben Shenkman,Pamela Hart,Stephen Pearlman;Darren Aronofsky;;Mystery,Drama,Thriller
1922;Liza Weil,Chad Morgan,Frederic Forrest,Kathryn Rossetter,Marc Riffon;Susan Skoog;Susan Skoog;Drama
1923;Cameron Diaz,Ben Stiller,Matt Dillon,Lee Evans,Chris Elliott;Bobby Farrelly,Peter Farrelly;;Romance,Comedy
1924;Gregory Walcott,Mona McKinnon,Duke Moore,Tom Keene,Carl Anthony;Edward D. Wood Jr.;;Sci-Fi,Horror
1925;Clara Bow,Charles 'Buddy' Rogers,Richard Arlen,Jobyna Ralston,Gary Cooper;William A. Wellman;John Monk Saunders;Action,Drama,Romance,War
1926;Charles King,Anita Page,Bessie Love,Mary Doran,James Gleason;Harry Beaumont;Edmund Goulding;Music,Romance
1927;Lew Ayres,Arnold Lucy,John Wray,Louis Wolheim,Ben Alexander;Lewis Milestone;Del Andrews,Maxwell Anderson;Drama,War
1928;Richard Dix,Irene Dunne,Estelle Taylor,Nance O'Neil,William Collier Jr.;Wesley Ruggles;Howard Estabrook;Drama,Western
1929;Greta Garbo,John Barrymore,Joan Crawford,Wallace Beery,Lionel Barrymore;Edmund Goulding;;Drama,Romance
1930;Diana Wynyard,Clive Brook,Una O'Connor,Herbert Mundin,Beryl Mercer;Frank Lloyd;;Drama
1931;Charles Laughton,Clark Gable,Franchot Tone,Herbert Mundin,Eddie Quillan;Frank Lloyd;;Adventure,Drama,History,Romance
1932;William Powell,Myrna Loy,Luise Rainer,Frank Morgan,Fanny Brice;Robert Z. Leonard;;Drama,Music,Romance
1933;Paul Muni,Gale Sondergaard,Joseph Schildkraut,Gloria Holden,Donald Crisp;William Dieterle;;Drama
1934;Jean Arthur,Lionel Barrymore,James Stewart,Edward Arnold,Mischa Auer;Frank Capra;;Comedy,Romance
1935;Walter Pidgeon,Maureen O'Hara,Anna Lee,Donald Crisp,Roddy McDowall;John Ford;;Drama
1936;Greer Garson,Walter Pidgeon,Teresa Wright,Dame May Whitty,Reginald Owen;William Wyler;James Hilton,Claudine West;Drama
1937;Bing Crosby,Barry Fitzgerald,Frank McHugh,James Brown,Gene Lockhart;Leo McCarey;;Drama,Comedy,Music
1938;Ray Milland,Jane Wyman,Phillip Terry,Howard Da Silva,Doris Dowling;Billy Wilder;;Drama
1939;Fredric March,Myrna Loy,Dana Andrews,Teresa Wright,Virginia Mayo;William Wyler;;Drama,History,Romance
1940;Gregory Peck,Dorothy McGuire,John Garfield,Celeste Holm,Anne Revere;Elia Kazan;;Drama,Romance
1941;Laurence Olivier,Jean Simmons,John Laurie,Esmond Knight,Anthony Quayle;Laurence Olivier;;Drama
1942;Broderick Crawford,John Ireland,Joanne Dru,John Derek,Mercedes McCambridge;Robert Rossen;;Drama
1943;Betty Hutton,Cornel Wilde,Charlton Heston,Dorothy Lamour,Gloria Grahame;Cecil B. DeMille;Fredric M. Frank,Theodore St. John;Action,Drama,Romance
1944;Burt Lancaster,Montgomery Clift,Deborah Kerr,Donna Reed,Frank Sinatra;Fred Zinnemann;;War,Drama,Romance
1945;Marlon Brando,Karl Malden,Lee J. Cobb,Rod Steiger,Pat Henning;Elia Kazan;;Crime,Drama
1946;Ernest Borgnine,Betsy Blair,Esther Minciotti,Augusta Ciolli,Joe Mantell;Delbert Mann;;Drama,Romance
1947;Natalie Wood,Richard Beymer,Russ Tamblyn,Rita Moreno,George Chakiris;Jerome Robbins,Robert Wise;;Music,Crime,Drama
1948;Albert Finney,Susannah York,Hugh Griffith,Edith Evans,Joan Greenwood;Tony Richardson;;Adventure,Comedy,History,Romance
1949;Paul Scofield,Wendy Hiller,Leo McKern,Robert Shaw,Orson Welles;Fred Zinnemann;;Drama,History
1950;Sidney Poitier,Rod Steiger,Warren Oates,Lee Grant,Larry Gates;Norman Jewison;;Crime,Drama,Mystery,Thriller
1951;Ron Moody,Shani Wallis,Oliver Reed,Harry Secombe,Mark Lester;Carol Reed;;Drama,Family,Music
1952;Dustin Hoffman,Jon Voight,Sylvia Miles,John McGiver,Brenda Vaccaro;John Schlesinger;;Drama
1953;Gene Hackman,Fernando Rey,Roy Scheider,Tony Lo Bianco,Marcel Bozzuffi;William Friedkin;;Action,Crime,Thriller
1954;Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith;John G. Avildsen;;Drama
1955;Dustin Hoffman,Meryl Streep,Jane Alexander,Justin Henry,Howard Duff;Robert Benton;;Drama
1956;Donald Sutherland,Mary Tyler Moore,Judd Hirsch,Timothy Hutton,M. Emmet Walsh;Robert Redford;;Drama
1957;Ben Cross,Ian Charleson,Cheryl Campbell,Alice Krige,Nigel Havers;Hugh Hudson;;Drama,History
1958;Shirley MacLaine,Debra Winger,Jack Nicholson,Danny DeVito,Jeff Daniels;James L. Brooks;;Drama,Comedy
1959;Meryl Streep,Robert Redford,Klaus Maria Brandauer,Michael Kitchen,Malick Bowens;Sydney Pollack;;Drama
1960;John Lone,Peter O'Toole,Joan Chen,Dennis Dun,Ryuichi Sakamoto;Bernardo Bertolucci;;Drama,History
1961;Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen,Jack Murdock;Barry Levinson;;Drama
1962;Morgan Freeman,Jessica Tandy,Dan Aykroyd,Patti LuPone,Esther Rolle;Bruce Beresford;;Comedy,Drama
1963;Woody Allen,Janet Margolin,Marcel Hillaire,Jacquelyn Hyde;Woody Allen;;Comedy,Crime
1964;Jane Fonda,Donald Sutherland,Charles Cioffi,Roy Scheider,Dorothy Tristan;Alan J. Pakula;;Mystery
1965;Harry Dean Stanton,Emilio Estevez,Tracey Walter,Olivia Barash,Sy Richardson;Alex Cox;Alex Cox;Comedy,Drama,Sci-Fi
1966;Edward Clements,Chris Eigeman,Taylor Nichols,Carolyn Farina,Isabel Gillies;Whit Stillman;Whit Stillman;Comedy,Drama
1967;David Bowie,Jennifer Connelly,Toby Froud,Christopher Malcolm,Shelley Thompson;Jim Henson;Dennis Lee ;Adventure,Family,Fantasy
1968;Emilio Estevez,Anthony Michael Hall,Judd Nelson,Molly Ringwald,Paul Gleason;John Hughes;;Comedy,Drama
1969;Robert Englund,Mark Patton,Kim Myers,Robert Rusler,Clu Gulager;Jack Sholder;;Horror
1970;Robert Englund,Patricia Arquette,Heather Langenkamp,John Saxon,Craig Wasson;Chuck Russell;;Horror,Thriller
1971;Robert Englund,Tuesday Knight,Ken Sagoes,Rodney Eastman,Lisa Wilcox;Renny Harlin;;Horror,Thriller
1972;Robert Englund,Lisa Wilcox,Erika Anderson,Valorie Armstrong,Michael Ashton;Stephen Hopkins;;Horror,Thriller
1973;Robert Englund,Lisa Zane,Shon Greenblatt,Lezlie Deane,Ricky Dean Logan;Rachel Talalay;;Horror,Thriller,Comedy
1974;Betsy Palmer,Adrienne King,Harry Crosby,Laurie Bartram,Jeannine Taylor;Sean S. Cunningham;;Horror
1975;Amy Steel,John Furey,Adrienne King,Kirsten Baker,Betsy Palmer;Steve Miner;;Horror,Thriller
1976;Dana Kimmell,Paul Kratka,Tracie Savage,Jeffrey Rogers,Catherine Parks;Steve Miner;;Horror,Thriller
1977;Kimberly Beck,Erich Anderson,Corey Feldman,Barbara Howard,Crispin Glover;Joseph Zito;;Horror,Thriller
1978;Melanie Kinnaman,John Shepherd,Shavar Ross,Richard Young,Marco St. John;Danny Steinmann;Martin Kitrosser,David Cohen,Danny Steinmann,John Shepherd;Horror,Thriller
1979;Thom Mathews,Jennifer Cooke,David Kagen,Renée Jones,Tom Fridley;Tom McLoughlin;;Horror,Mystery,Thriller
1980;Kane Hodder,Lar Park Lincoln,Susan Jennifer Sullivan,Kevin Spirtas,Terry Kiser;John Carl Buechler;;Horror,Thriller
1981;Kane Hodder,Jensen Daggett,Scott Reeves,Barbara Bingham,Peter Mark Richman;Rob Hedden;;Horror,Thriller
1982;Donald Pleasence,Jamie Lee Curtis,P.J. Soles,Nancy Kyes,Nick Castle;John Carpenter;;Horror,Thriller
1983;Jamie Lee Curtis,Donald Pleasence,Charles Cyphers,Jeffrey Kramer,Lance Guest;Rick Rosenthal;;Horror,Thriller
1984;Tom Atkins,Stacey Nelkin,Dan O'Herlihy,Michael Currie,Ralph Strait;Tommy Lee Wallace;Tommy Lee Wallace;Horror,Mystery,Sci-Fi
1985;Donald Pleasence,Ellie Cornell,Danielle Harris,George P. Wilbur,Michael Pataki;Dwight H. Little;;Horror,Thriller
1986;Donald Pleasence,Danielle Harris,Ellie Cornell,Beau Starr,Don Shanks;Dominique Othenin-Girard;;Horror,Thriller
1987;Leslie Nielsen,Jamie Lee Curtis,Casey Stevens,Anne-Marie Martin,Antoinette Bower;Paul Lynch;;Horror,Mystery,Thriller
1988;Michael Ironside,Wendy Lyon,Louis Ferreira,Lisa Schrage,Richard Monette;Bruce Pittman;Ron Oliver;Horror
1989;Tim Conlon,Courtney Taylor,Cynthia Preston,Dylan Neal,David Stratton;Ron Oliver,Peter R. Simpson;Ron Oliver;Thriller,Comedy,Horror
1990;Nicole de Boer,J.H. Wyman,Joy Tanner,Alle Ghadban,Kenneth McGregor;Clay Borris;Richard Beattie;Horror
1991;Catherine Hicks,Chris Sarandon,Alex Vincent,Brad Dourif,Dinah Manoff;Tom Holland;;Horror,Thriller
1992;Alex Vincent,Jenny Agutter,Gerrit Graham,Christine Elise,Brad Dourif;John Lafia;;Drama,Horror
1993;Justin Whalin,Perrey Reeves,Jeremy Sylvers,Travis Fine,Dean Jacobson;Jack Bender;;Horror
1994;JoBeth Williams,Craig T. Nelson,Beatrice Straight,Heather O'Rourke,Dominique Dunne;Tobe Hooper;;Horror
1995;Craig T. Nelson,JoBeth Williams,Heather O'Rourke,Oliver Robins,Zelda Rubinstein;Brian Gibson;;Thriller,Horror
1996;Tom Skerritt,Nancy Allen,Heather O'Rourke,Lara Flynn Boyle,Kipley Wentz;Gary Sherman;;Horror,Thriller
1997;Linda Blair,Max von Sydow,Ellen Burstyn,Jason Miller,Lee J. Cobb;William Friedkin;;Drama,Horror,Thriller
1998;Linda Blair,Richard Burton,Louise Fletcher,Max von Sydow,Kitty Winn;John Boorman;William Goodhart;Horror,Thriller,Fantasy
1999;George C. Scott,Ed Flanders,Brad Dourif,Jason Miller,Nicol Williamson;William Peter Blatty;;Thriller,Horror,Mystery
2000;Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,Tom Atkins;Richard Donner;;Adventure,Action,Comedy,Thriller,Crime
2001;Mel Gibson,Danny Glover,Joe Pesci,Joss Ackland,Derrick O'Connor;Richard Donner;;Action,Adventure,Comedy,Crime,Thriller
2002;Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,Stuart Wilson;Richard Donner;;Adventure,Action,Comedy,Thriller,Crime
2003;Zach Galligan,Phoebe Cates,Hoyt Axton,Polly Holliday,Dick Miller;Joe Dante;;Fantasy,Horror,Comedy
2004;Zach Galligan,Phoebe Cates,John Glover,Robert Prosky,Robert Picardo;Joe Dante;;Comedy,Horror,Fantasy
2005;Sean Astin,Josh Brolin,Jeff Cohen,Corey Feldman,Robert Davi;Richard Donner;;Adventure,Comedy,Family
2006;Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,Stuart Wilson,Diego Sieres;Martin Campbell;;Adventure,Comedy,Western,Romance,Thriller
2007;Claire Danes,Lena Olin,Gabriel Byrne,Mili Avital,Daniel Lapaine;Theresa Connelly;Theresa Connelly;Comedy,Drama
2008;Philip Locke,Elis Imboden,Christian Durango,Sloan Cobb,Roberta Hanley;Michael Oblowitz;;Crime,Drama,Thriller
2009;Charlton Heston,Edward G. Robinson,Leigh Taylor-Young,Chuck Connors,Joseph Cotten;Richard Fleischer;;Mystery,Sci-Fi,Thriller
2010;Brigitte Helm,Alfred Abel,Gustav Fröhlich,Rudolf Klein-Rogge,Fritz Rasp;Fritz Lang;;Drama,Sci-Fi
2011;Michael J. Fox,Christopher Lloyd,Lea Thompson,Elisabeth Shue,James Tolkan;Robert Zemeckis;;Adventure,Comedy,Family,Sci-Fi,Action
2012;Michael J. Fox,Christopher Lloyd,Mary Steenburgen,Thomas F. Wilson,Lea Thompson;Robert Zemeckis;;Adventure,Action,Comedy,Sci-Fi,Family
2013;Gene Hackman,Ernest Borgnine,Red Buttons,Carol Lynley,Roddy McDowall;Ronald Neame,Irwin Allen;;Action,Adventure
2014;Jodie Foster,Barbara Harris,John Astin,Patsy Kelly,Dick Van Patten;Gary Nelson;;Fantasy,Comedy,Family
2015;Fred MacMurray,Nancy Olson,Keenan Wynn,Tommy Kirk,Leon Ames;Robert Stevenson;;Comedy,Family,Sci-Fi
2016;Tim Conway,Don Knotts,Tim Matheson,Kenneth Mars,Elyssa Davalos;Vincent McEveety;Don Tait;Comedy,Family,Western
2017;Annette Funicello,Ray Bolger,Tommy Sands,Ed Wynn,Bess Flowers;Jack Donohue,Austen Jewell;Lowell S. Hawley,Ward Kimball,Joe Rinaldi;Fantasy,Sci-Fi,Family
2018;Hardie Albright,Stan Alexander,Peter Behn,Donnie Dunagan,Sam Edwards;David Hand,James Algar,Samuel Armstrong,Graham Heid,William Roberts,Paul Satterfield,Norman Wright;Felix Salten;Animation,Drama,Family
2019;Toshirō Mifune,Takashi Shimura,Yoshio Inaba,Seiji Miyaguchi,Minoru Chiaki;Akira Kurosawa;;Action,Drama
2020;Glenn Close,John Malkovich,Michelle Pfeiffer,Swoosie Kurtz,Keanu Reeves;Stephen Frears;;Drama,Romance
2021;Kyle MacLachlan,Francesca Annis,Leonardo Cimino,Brad Dourif,José Ferrer;David Lynch;;Action,Sci-Fi,Adventure
2022;Willem Dafoe,Harvey Keitel,Barbara Hershey,David Bowie,Harry Dean Stanton;Martin Scorsese;;Drama
2023;Al Pacino,Diane Keaton,Andy García,Talia Shire,Sofia Coppola;Francis Ford Coppola;;Drama,Action,Thriller,Crime
2024;Mimi Rogers,Patrick Bauchau,David Duchovny,Darwyn Carson,Will Patton;Michael Tolkin;Michael Tolkin;Mystery,Drama
2025;Jeremy Irons,Dominique Swain,Melanie Griffith,Frank Langella,Suzanne Shepherd;Adrian Lyne;;Drama,Romance
2026;James Marsden,Katie Holmes,Nick Stahl,Steve Railsback,Bruce Greenwood;David Nutter;;Horror,Thriller,Sci-Fi
2027;Jay Mohr,Billy Burke,Christina Applegate,Pamela Gidley,Olympia Dukakis;Jim Abrahams;;Comedy,Crime
2028;Tom Hanks,Tom Sizemore,Dennis Farina,Max Martini,Joerg Stadler;Steven Spielberg;;Drama,History,War
2029;Sean Hayes,Brad Rowe,Richard Ganoung,Meredith Scott Lynn,Matthew Ashford;Tommy O'Haver;Tommy O'Haver;Comedy,Romance
2030;Si Han,Hu Jun,赵薇;Zhang Yuan;;Drama
2031;Dean Jones,Sandy Duncan,Joe Flynn,Tony Roberts;Vincent McEveety;;Comedy,Family
2032;Kurt Russell,Joe Flynn,Harry Morgan,Wally Cox,Heather North;Robert Butler;;Comedy,Family
2033;Grant Bardsley,Susan Sheridan,John Byner,Nigel Hawthorne,John Hurt;Ted Berman,Richard Rich;;Animation
2034;Maximilian Schell,Anthony Perkins,Robert Forster,Joseph Bottoms,Ernest Borgnine;Gary Nelson;;Adventure,Family,Sci-Fi,Action
2035;Peter Ustinov,Dean Jones,Suzanne Pleshette,Elsa Lanchester,Richard Deacon;Robert Stevenson;;Fantasy,Comedy,Family
2036;Brian Bonsall,Karen Duffy,James Rebhorn,Jayne Atkinson,Michael Faustino;Rupert Wainwright;Blake Snyder,Colby Carr;Comedy,Family
2037;David Niven,Jodie Foster,Helen Hayes,Leo McKern,Veronica Quilligan;Norman Tokar;;Family
2038;Ken Berry,Sandy Duncan,Harry Morgan,Roddy McDowall,McLean Stevenson;Norman Tokar;Ted Key;Comedy,Family,Sci-Fi
2039;Keith Coogan,Lucy Deakins,Timothy Landfield,Colin Mothupi,Breon Gorman;Jeff Blyth;;Drama,Family
2040;Kurt Russell,Cesar Romero,Joe Flynn,William Schallert,Alan Hewitt;Robert Butler;;Comedy,Family
2041;Michael Crawford,Oliver Reed,Barbara Carrera,James Hampton,Jean-Pierre Kalfon;Charles Jarrott;Marc Stirdivant;Comedy,Action,Adventure
2042;Emilio Estevez,Kathryn Erbe,Michael Tucker,Jan Rubes,Carsten Norgaard;Sam Weisman;;Action,Comedy,Drama,Family
2043;Sean Connery,Albert Sharpe,Janet Munro,Jimmy O'Dea,Kieron Moore;Robert Stevenson;Lawrence Edward Watkin;Adventure,Fantasy,Sci-Fi,Family
2044;Elliott Gould,Bill Cosby,Susan Anspach,Adam Rich,Julie Budd;Steven Hilliard Stern;;Fantasy,Comedy,Sci-Fi,Family
2045;Reese Witherspoon,Ethan Embry,Jack Thompson,Sarel Bok,Robert John Burke;Mikael Salomon;;Drama,Adventure
2046;Joey Cramer,Paul Reubens,Cliff DeYoung,Veronica Cartwright,Sarah Jessica Parker;Randal Kleiser;;Family,Sci-Fi,Adventure
2047;Walter Brennan,Matthew Garber,Karen Dotrice,Richard Deacon,Tom Lowell;Robert Stevenson;Ellis Kadison;Fantasy,Comedy,Family
2048;Barrie Ingham,Val Bettin,Vincent Price,Susanne Pollatschek,Candy Candido;Ron Clements,Burny Mattinson,David Michener,John Musker;;Animation
2049;Fred MacMurray,Tommy Steele,Greer Garson,Geraldine Page,Gladys Cooper;Norman Tokar;AJ Carothers;Comedy,Drama,Family,Music
2050;Cloris Leachman,Charles Martin Smith,Stephen W. Burns,Elyssa Davalos,Joaquin Garay, III;Vincent McEveety;;Fantasy,Comedy,Family,Adventure
2051;Dean Jones,Don Knotts,Julie Sommars,Jacques Marin,Roy Kinnear;Vincent McEveety;Arthur Alsberg,Don Nelson;Romance,Comedy,Family,Action,Adventure
2052;Bette Midler,Sarah Jessica Parker,Kathy Najimy,Omri Katz,Thora Birch;Kenny Ortega;;Comedy,Family,Fantasy
2053;Rick Moranis,Marcia Strassman,Robert Oliveri,Daniel Shalikar,Joshua Shalikar;Randal Kleiser;;Adventure,Comedy,Family,Sci-Fi
2054;Rick Moranis,Marcia Strassman,Matt Frewer,Kristine Sutherland,Amy O'Neill;Joe Johnston;;Adventure,Comedy,Family,Sci-Fi
2055;Jim Dale,Karen Valentine,Don Knotts,Jack Elam,Darren McGavin;Robert Butler;Joseph L. McEveety,Arthur Alsberg,Don Nelson,Rod Piffath;Action,Comedy,Family,Western
2056;Maurice Chevalier,Hayley Mills,George Sanders,Wilfrid Hyde-White,Michael Anderson Jr.;Robert Stevenson;Lowell S. Hawley;Action,Adventure,Drama,Family
2057;Émile Genest,John Drainie,Sandra Scott,Jan Rubes;Fletcher Markle;James Algar;Adventure,Family
2058;Samuel L. Jackson,Kevin Spacey,David Morse,Ron Rifkin,John Spencer;F. Gary Gray;;Action,Adventure,Crime,Drama,Mystery,Thriller
2059;Lindsay Lohan,Dennis Quaid,Natasha Richardson,Elaine Hendrix,Lisa Ann Walter;Nancy Meyers;Charles Shyer;Comedy,Family,Drama
2060;Trey Parker,Matt Stone,Yasmine Bleeth,Jenny McCarthy,Dian Bachar;David Zucker;;Comedy
2061;George Clooney,Harvey Keitel,Michael Parks,Fred Williamson,Quentin Tarantino;Sarah Kelly;;Documentary,Horror
2062;Minnie Driver,Tom Wilkinson,Harriet Walter,Jonathan Rhys Meyers,Florence Hoath;Sandra Goldbacher;Sandra Goldbacher;Drama,Romance
2063;Sandrine Kiberlain,Vincent Lindon,François Berléand,Philippe Magnan,Francine Bergé;Benoît Jacquot;Benoît Jacquot,Jérôme Beaujour;Drama
2064;Michael Moore,Roger B. Smith,Rhonda Britton,Fred Ross;Michael Moore;;Documentary,History
2065;Mia Farrow,Jeff Daniels,Danny Aiello,Irving Metzman,Stephanie Farrow;Woody Allen;;Fantasy,Comedy,Romance
2066;Robert Mitchum,Jane Greer,Kirk Douglas,Rhonda Fleming,Richard Webb;Jacques Tourneur;James M. Cain,Frank Fenton;Drama,Mystery,Thriller
2067;Omar Sharif,Julie Christie,Geraldine Chaplin,Rod Steiger,Alec Guinness;David Lean;;Drama,Romance,War
2068;Allan Edwall,Ewa Fröling,Erland Josephson,Bertil Guve,Pernilla Allwin;Ingmar Bergman;;Fantasy,Drama,Mystery
2069;Geraldine Page,John Heard,Carlin Glynn,Richard Bradford,Rebecca De Mornay;Peter Masterson;;Drama
2070;Robert Duvall,Tess Harper,Betty Buckley,Wilford Brimley,Ellen Barkin;Bruce Beresford;Horton Foote;Drama,Music,Romance
2071;Matthew Modine,Alan Alda,Patrick Bauchau,Anjelica Huston,Richard Gere;Roger Spottiswoode;;Drama
2072;Tom Hanks,Bruce Dern,Carrie Fisher,Rick Ducommun,Corey Feldman;Joe Dante;Dana Olsen;Comedy,Horror,Thriller
2073;Kevin Costner,Judd Nelson,Sam Robards,Chuck Bush,Brian Cesak;Kevin Reynolds;;Comedy,Drama
2074;Dirk Bogarde,Charlotte Rampling,Gabriele Ferzetti,Giuseppe Addobbati,Isa Miranda;Liliana Cavani;;Drama
2075;Klaus Maria Brandauer,Krystyna Janda,Ildikó Bánsági,Rolf Hoppe,Karin Boyd;István Szabó;;Drama
2076;Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,Hope Lange;David Lynch;;Crime,Drama,Thriller,Horror,Mystery
2077;Meredith Salenger,John Cusack,Ray Wise,Scatman Crothers;Jeremy Kagan;;Adventure
2078;Phil Harris,Sebastian Cabot,Louis Prima,George Sanders,Sterling Holloway;Wolfgang Reitherman;Rudyard Kipling;Family,Animation,Adventure
2079;Peter Finch,James MacArthur,Bernard Lee,John Laurie,Niall MacGinnis;Robert Stevenson;Robert Stevenson;Action,Adventure,Drama,Family
2080;Peggy Lee,Barbara Luddy,Larry Roberts,Bill Thompson,Bill Baucom;Clyde Geronimi,Wilfred Jackson,Hamilton Luske;;Family,Animation
2081;Jodi Benson,Christopher Daniel Barnes,Jason Marin,Samuel E. Wright,Buddy Hackett;Ron Clements,John Musker;John Musker,Ron Clements;Animation,Family
2082;Emilio Estevez,Joss Ackland,Lane Smith,Heidi Kling,Josef Sommer;Stephen Herek;;Comedy,Family
2083;Michael Caine,Don Austen,Meredith Braun,Don Austen,Ed Sanders;Brian Henson;;Comedy,Family,Fantasy,Drama
2084;Christian Bale,Bill Pullman,Ann-Margret,Robert Duvall,David Moscow;Kenny Ortega;;Drama,Music,Family
2085;Rod Taylor,J. Pat O'Malley,Betty Lou Gerson,Martha Wentworth,Ben Wright;Clyde Geronimi,Hamilton Luske,Wolfgang Reitherman;;Adventure,Animation,Comedy,Family
2086;Mary Steenburgen,Gary Basaraba,Harry Dean Stanton,Arthur Hill,Elisabeth Harnois;Phillip Borsos;Thomas Meehan;Drama,Fantasy
2087;Bobby Driscoll,Kathryn Beaumont,Hans Conried,Bill Thompson,Heather Angel;Clyde Geronimi,Wilfred Jackson,Hamilton Luske;;Animation,Music,Family,Adventure,Fantasy
2088;Robin Williams,Shelley Duvall,Ray Walston,Paul Dooley,Richard Libertini;Robert Altman;;Action,Adventure,Comedy,Family,Music
