movieid;cast;director;writer;genres
4337;Steve McQueen,Richard Attenborough,Richard Crenna,Candice Bergen,Emmanuelle Arsan;Robert Wise;;Action,Adventure,Drama,War,Romance
4338;Gregory Peck,Hugh Marlowe,Gary Merrill,Millard Mitchell,Dean Jagger;Henry King;;War,Action,Drama
4339;Frank Sinatra,Trevor Howard,Raffaella Carrà,Brad Dexter,Sergio Fantoni;Mark Robson;;Action,Drama,History,Thriller,War
4340;Rob Schneider,Colleen Haskell,John C. McGinley,Ed Asner,Guy Torry;Luke Greenfield;;Action,Comedy
4341;Martin Lawrence,Danny DeVito,John Leguizamo,Glenne Headly,Carmen Ejogo;Sam Weisman;;Action,Comedy
4342;Arye Gross,Eric Schweig,Tim DeKay,Louise Fletcher,Nan Martin;Thomas Bezucha;Thomas Bezucha;Drama,Romance
4343;David Duchovny,Julianne Moore,Orlando Jones,Seann William Scott,Ted Levine;Ivan Reitman;;Action,Comedy,Sci-Fi
4344;John Travolta,Hugh Jackman,Halle Berry,Don Cheadle,Sam Shepard;Dominic Sena;;Action,Crime,Thriller
4345;Alan Cumming,Jennifer Jason Leigh,John Benjamin Hickey,Parker Posey,Phoebe Cates;Alan Cumming,Jennifer Jason Leigh;Jennifer Jason Leigh,Alan Cumming;Comedy,Drama
4346;Sarah Wynter,Jonathan Pryce,Vincent Pérez,Simon Verhoeven,Gregor Seberg;Bruce Beresford;Marilyn Levy;Romance,Drama,Music
4347;Bolek Polívka,Anna Šišková,Csongor Kassai,Jaroslav Dušek,Martin Huba;Jan Hřebejk;;Comedy,Drama,Family,War
4348;Tom Courtenay,Michael Legge,Laura Fraser,Lulu,Stephen Fry;Peter Hewitt;Ben Steiner;Comedy
4349;Alan Arkin,Martin Balsam,Richard Benjamin,Art Garfunkel,Jack Gilford;Mike Nichols;;War,Comedy,Drama
4350;Jeffrey Thomas,Peter Jackson,Costa Botes,Leonard Maltin,Harvey Weinstein;Costa Botes,Peter Jackson;Peter Jackson,Costa Botes;Comedy,Documentary
4351;Patrick Swayze,Keanu Reeves,Gary Busey,Lori Petty,John C. McGinley;Kathryn Bigelow;;Action,Thriller,Crime
4352;Phoebe Cates,Scott Coffey,Bridget Fonda,Page Hannah,Tyrone Power Jr.;Zelda Barron;Lanier Laney,Terry Sweeney;Comedy,Drama
4353;Gene Hackman,Fred Ward,Robert Stack,Patrick Swayze,Harold Sylvester;Ted Kotcheff;;Action,Adventure,Drama,Thriller
4354;Kurt Russell,Ray Liotta,Madeleine Stowe,Roger E. Mosley,Ken Lerner;Jonathan Kaplan;George Putnam,John Katchmer;Crime,Thriller
4355;Rob Lowe,Cynthia Gibb,Patrick Swayze,Ed Lauter,Jim Youngs;Peter Markle;;Drama,Romance
4356;Jane Russell,Marilyn Monroe,Charles Coburn,Elliott Reid,Tommy Noonan;Howard Hawks;;Comedy,Romance
4357;Betty Grable,Marilyn Monroe,Lauren Bacall,David Wayne,Rory Calhoun;Jean Negulesco;;Comedy,Romance
4358;William Prince,Jim Backus,Christine White,Jacqueline Scott,Susan Morrow;William Castle;;Horror,Thriller
4359;Marilyn Monroe,Tom Ewell,Evelyn Keyes,Sonny Tufts,Robert Strauss;Billy Wilder;;Comedy,Drama,Romance
4360;Ethel Merman,Donald O'Connor,Marilyn Monroe,Dan Dailey,Johnnie Ray;Walter Lang;;Comedy,Drama,Music,Romance
4361;Dustin Hoffman,Jessica Lange,Teri Garr,Dabney Coleman,Charles Durning;Sydney Pollack;;Comedy,Romance
4362;Charlie Sheen,Patti D'Arbanville,Christopher McDonald,Maxwell Caulfield,Moon Unit Zappa;Penelope Spheeris;Glen Morgan,James Wong;Action,Crime,Drama,Thriller
4363;Michael Caine,Cliff Robertson,Ian Bannen,Harry Andrews,Denholm Elliott;Robert Aldrich;;Drama,Action,War
4364;Götz George,Jeanette Hain,Christian Redl,Tana Schanzara,Ernst H. Hilbich;Hermine Huntgeburth;;
4365;Willem Dafoe,Yan Luo,Shek Sau,Yi Ding,John Cho;Yim Ho;;War,Drama,Romance,Foreign
4366;Michael J. Fox,Corey Burton,Claudia Christian,James Garner,John Mahoney;Gary Trousdale,Kirk Wise;;Animation,Family,Adventure,Sci-Fi
4367;Angelina Jolie,Jon Voight,Iain Glen,Noah Taylor,Daniel Craig;Simon West;;Adventure,Fantasy,Action,Thriller
4368;Eddie Murphy,Kristen Wilson,Raven-Symoné,Kyla Pratt,Mandy Moore;Steve Carr;;Comedy,Family,Romance,Fantasy
4369;Paul Walker,Vin Diesel,Michelle Rodriguez,Jordana Brewster,Rick Yune;Rob Cohen;;Action,Crime,Thriller
4370;Haley Joel Osment,Frances O'Connor,Sam Robards,Jake Thomas,Jude Law;Steven Spielberg;;Drama,Sci-Fi,Adventure
4371;Tyrese Gibson,Taraji P. Henson,Omar Gooding,Ving Rhames,Snoop Dogg;John Singleton;John Singleton;Drama,Comedy,Crime
4372;Kirsten Dunst,Jay Hernandez,Bruce Davison,Herman Osorio,Miguel Castro;John Stockwell;;Drama,Romance
4373;Jennifer Coolidge,Lance Crouther,J.B. Smoove,Reg E. Cathey,Robert Vaughn;Louis C.K.;;Action,Comedy
4374;;;;Comedy,Romance
4375;Sami Bouajila,Patachou,Ariane Ascaride,Pierre-Loup Rajot,Charly Sergue;Olivier Ducastel,Jacques Martineau;Olivier Ducastel,Jacques Martineau;Comedy,Foreign
4376;Alison Krauss,Emmylou Harris,Gillian Welch;Nick Doob,Chris Hegedus,D.A. Pennebaker;;Music,Documentary
4377;Hugo Weaving,David Wenham,Rebecca Frith,Sacha Horler,Helen Dallimore;Stavros Kazantzidis;Allanah Zitserman,Stavros Kazantzidis;
4378;Ray Winstone,Ben Kingsley,Ian McShane,Amanda Redman,James Fox;Jonathan Glazer;;Drama,Action,Thriller,Crime
4379;Dwight Yoakam,Vince Vaughn,Billy Bob Thornton,Bridget Fonda,Peter Fonda;Dwight Yoakam;Stan Bertheaud;Action,Comedy,Drama,Western
4380;Franka Potente,Benno Fürmann,Joachim Król,Lars Rudolph,Ludger Pistor;Tom Tykwer;;Drama,Foreign,Romance
4381;Daniel Auteuil,Gérard Depardieu,Thierry Lhermitte,Michèle Laroque,Michel Aumont;Francis Veber;;Comedy
4382;Robbie Robertson;David Douglas;Marc Strange,David Douglas;Documentary
4383;Jean Reno,Vincent Cassel,Nadia Farès,Dominique Sanda,Karim Belkhadra;Mathieu Kassovitz;Jean-Christophe Grangé;Crime,Mystery,Thriller
4384;Eriq Ebouaney,Alex Descas;Raoul Peck;;Drama,Foreign,History
4385;Linus Roache,John Hannah,Samantha Morton,Emily Woof,Andrea Lowe;Julien Temple;;Drama,Foreign
4386;Jeff Goldblum,Elizabeth Perkins,Alexander Pollock,Miriam Margolyes,Tobey Maguire;Lawrence Guterman;;Comedy,Family
4387;Jet Li,Bridget Fonda,Tchéky Karyo,Max Ryan,Ric Young;Chris Nahon;;Action,Crime,Thriller
4388;Anna Faris,Marlon Wayans,James DeBello,Shawn Wayans,David Cross;Keenen Ivory Wayans;;Comedy
4389;Piper Perabo,Jessica Paré,Mischa Barton,Jackie Burroughs,Mimi Kuzyk;Léa Pool;;Drama,Romance
4390;Karen Lancaume,Raffaëla Anderson,Ouassini Embarek,Adama Niane,Marc Barrow;Virginie Despentes,Coralie;;Crime,Drama,Romance,Thriller
4391;Tran Nu Yên-Khê,Khanh Lê,Quang Hai Ngo,Chu Hung,Manh Cuong Tran;Trần Anh Hùng;Trần Anh Hùng;Drama,Foreign,Romance
4392;Mia Farrow,William Hurt,Joe Mantegna,Alec Baldwin,Blythe Danner;Woody Allen;;Comedy,Drama,Romance
4393;Mia Farrow,Gena Rowlands,Ian Holm,Blythe Danner,Gene Hackman;Woody Allen;;Drama
4394;Frankie Avalon,Annette Funicello,Deborah Walley,Harvey Lembeck,John Ashley;William Asher;Leo Townsend,William Asher;Comedy
4395;Vittorio Gassman,Renato Salvatori,Memmo Carotenuto,Rossana Rory,Carla Gravina;Mario Monicelli;;Comedy
4396;Burt Reynolds,Roger Moore,Farrah Fawcett,Dean Martin,Dom DeLuise;Hal Needham;;Comedy
4397;Burt Reynolds,Dom DeLuise,Dean Martin,Sammy Davis, Jr.,Shirley MacLaine;Hal Needham;;Action,Adventure,Comedy
4398;John Candy,Donna Dixon,Matt Frewer,Joe Flaherty,Lee Van Cleef;Jim Drake;;Action,Comedy
4399;Jeanne Moreau,Georges Géret,Daniel Ivernel,Françoise Lugagne,Muni;Luis Buñuel;Luis Buñuel,Jean-Claude Carrière;Crime,Drama
4400;Lew Ayres,Gene Evans,Nancy Reagan,Steve Brodie,Tom Powers;Felix E. Feist;;Drama,Horror,Sci-Fi
4401;John Wayne,Lee Marvin,Elizabeth Allen,Jack Warden,Cesar Romero;John Ford;;Adventure,Comedy,Romance
4402;Vincent Price,Frankie Avalon,Dwayne Hickman,Jack Mullaney,Fred Clark;Norman Taurog;;Comedy,Sci-Fi
4403;Vincent Price,Mark Damon,Myrna Fahey,Harry Ellerbe,David Andar;Roger Corman;Richard Matheson;Horror,Thriller
4404;Gösta Ekman,Emil Jannings,Camilla Horn,Frida Richard,William Dieterle;F.W. Murnau;;Drama,Fantasy,Horror
4405;Emil Jannings,Maly Delschaft,Max Hiller,Hans Unterkircher,Hermann Vallentin;F.W. Murnau;;Drama
4406;John Wayne,James Stewart,Vera Miles,Lee Marvin,Edmond O'Brien;John Ford;;Western
4407;James Woods,Jim Belushi,Michael Murphy,John Savage,Tony Plana;Oliver Stone;Oliver Stone,Rick Boyle;Drama
4408;Mia Farrow,Dianne Wiest,Sam Waterston,Elaine Stritch,Jack Warden;Woody Allen;;Drama
4409;Woody Allen,Kathy Bates,John Cusack,Mia Farrow,Jodie Foster;Woody Allen;Woody Allen;Thriller,Comedy
4410;Jeff Daniels,Melanie Griffith,Ray Liotta,Margaret Colin,Tracey Walter;Jonathan Demme;E. Max Frye;Action,Comedy,Drama,Romance
4411;John Wayne,Dean Martin,Martha Hyer,Michael Anderson Jr.,Earl Holliman;Henry Hathaway;;Action,Adventure,Drama,Western
4412;Ray Milland,Rosey Grier,Don Marshall,Roger Perry,Chelsea Brown;Lee Frost;;Comedy,Horror,Sci-Fi
4413;Tommy Kirk,Johnny Crawford,Beau Bridges,Joy Harmon,Ron Howard;Bert I. Gordon;;Sci-Fi
4414;Ray Milland,Diana Van der Vlis,Harold J. Stone,John Hoyt,Don Rickles;Roger Corman;;Horror,Sci-Fi,Thriller
4415;Cheech Marin,Tommy Chong,Stacy Keach,Evelyn Guerrero,Sandra Bernhard;Tommy Chong;;Comedy
4416;Janet Munro,Leo McKern,Edward Judd,Michael Goodliffe,Bernard Braden;Val Guest;Val Guest,Wolf Mankowitz;Sci-Fi,Drama
4417;Catriona MacColl,Paolo Malco,Ania Pieroni,Giovanni Frezza,Silvia Collatina;Lucio Fulci;;Horror
4418;Cheech Marin,Tommy Chong,Toni Attell,Mike Bacarella,Billy Beck;Thomas K. Avildsen;Tommy Chong,Cheech Marin;Comedy,Action
4419;Jane Wyman,Rock Hudson,Agnes Moorehead,Conrad Nagel,Virginia Grey;Douglas Sirk;;Drama,Romance
4420;Humphrey Bogart,Ava Gardner,Edmond O'Brien,Marius Goring,Valentina Cortese;Joseph L. Mankiewicz;Joseph L. Mankiewicz;Mystery,Drama,Romance,Crime
4421;Matthew Modine,Claudia Schiffer,Dennis Hopper,Béatrice Dalle,Sarah Lassez;Abel Ferrara;Abel Ferrara,Marla Hanson,Christ Zois;Drama,Mystery,Thriller
4422;Harriet Andersson,Ingrid Thulin,Kari Sylwan,Liv Ullmann,Erland Josephson;Ingmar Bergman;;Drama
4423;Laurence Olivier,Brenda De Banzie,Roger Livesey,Joan Plowright,Alan Bates;Tony Richardson;;Drama,Music
4424;Dominique Sanda,Fabio Testi,Lino Capolicchio,Romolo Valli,Helmut Berger;Vittorio De Sica;Vittorio Bonicelli,Ugo Pirro;Drama
4425;Barry Otto,William Yang,Imogen Annesley,Deby Wightman,Lee Biolos;Philippe Mora;Gary Brandner,Philippe Mora;Horror,Comedy,Foreign
4426;Ralph Meeker,Albert Dekker,Paul Stewart,Juano Hernández,Wesley Addy;Robert Aldrich;;Drama,Mystery,Thriller
4427;Peter O'Toole,Katharine Hepburn,Anthony Hopkins,John Castle,Nigel Terry;Anthony Harvey;;Drama,History
4428;Clark Gable,Marilyn Monroe,Montgomery Clift,Thelma Ritter,Eli Wallach;John Huston;;Drama,Action,Romance
4429;Gregory Peck,Richard Basehart,Leo Genn,James Robertson Justice,Harry Andrews;John Huston;;Adventure,Drama
4430;Jill Schoelen,Dee Wallace,Kelly Jo Minter,Karen Lorre,Ray Walston;Mark Herrier;;Horror
4431;Charles Laughton,Gertrude Lawrence,Elsa Lanchester,Raymond Huntley,Edward Chapman;Alexander Korda;Carl Zuckmayer;Drama
4432;Burt Lancaster,Tony Curtis,Susan Harrison,Martin Milner,Sam Levene;Alexander Mackendrick;;Drama
4433;Rock Hudson,Lauren Bacall,Robert Stack,Dorothy Malone,Robert Keith;Douglas Sirk;;Drama,Romance
4434;Marcello Mastroianni,Ursula Andress,Elsa Martinelli,Salvo Randone,Massimo Serato;Elio Petri;Robert Sheckley,Tonino Guerra;Comedy,Drama,Sci-Fi,Thriller
4435;Klaus Maria Brandauer,Hans Christian Blech,Armin Mueller-Stahl,Gudrun Landgrebe,Jan Niklas;István Szabó;Péter Dobai;Drama,Foreign,History
4436;Cliff Robertson,Geneviève Bujold,John Lithgow,Sylvia Kuumba Williams,Wanda Blackman;Brian De Palma;;Drama,Thriller,Mystery
4437;Jessica Harper,Stefania Casini,Flavio Bucci,Miguel Bosé,Barbara Magnolfi;Dario Argento;;Horror
4438;Bruce Lee,Nora Miao,James Tien,Maria Yi,Robert Baker;Lo Wei;;Drama,Action,Thriller
4439;Natja Brunckhorst,Thomas Haustein,Jens Kuphal,Rainer Woelk,David Bowie;Uli Edel;;Drama
4440;Bruce Lee,Maria Yi,James Tien,Nora Miao,Lee Kwan;Lo Wei;;Action
4441;Bruce Lee,Kareem Abdul-Jabbar,Chuck Norris,Colleen Camp,Dean Jagger;Robert Clouse;Robert Clouse;Drama,Action,Thriller,Crime
4442;Taimak,Julius Carry,Vanity,Christopher Murney,Faith Prince;Michael Schultz;;Action,Adventure,Comedy,Drama
4443;Sean Connery,Peter Boyle,Frances Sternhagen,James Sikking,Kika Markham;Peter Hyams;;Sci-Fi
4444;Bruce Lee,Nora Miao,Chuck Norris,Wei Pin-Ao,Huang Chung-Hsin;Bruce Lee;;Action,Crime
4445;Peter Horton,Liz Stauber,Kari Coleman,Charlene Sashuk;Brett Leonard;;Family
4446;Donald Sutherland,Ming-Na Wen,Alec Baldwin,Ving Rhames,Steve Buscemi;Hironobu Sakaguchi,Motonori Sakakibara;;Adventure,Action,Animation,Fantasy,Sci-Fi,Thriller
4447;Reese Witherspoon,Luke Wilson,Selma Blair,Matthew Davis,Victor Garber;Robert Luketic;;Comedy
4448;Robert De Niro,Edward Norton,Marlon Brando,Angela Bassett,Paul Soles;Frank Oz;;Action,Crime,Thriller
4449;;Roger Gnoan M'Bala;;Drama,Foreign
4450;Brad Renfro,Bijou Phillips,Nick Stahl,Rachel Miner,Michael Pitt;Larry Clark;;Crime,Drama
4451;Tunde Adebimpe,Natalia Verbeke,Murielle Arden,James Wilby,Kaili Vernoff;Joel Hopkins;Joel Hopkins;Drama,Comedy,Romance
4452;Vince Vaughn,Jon Favreau,Sean Combs,Famke Janssen,Peter Falk;Jon Favreau;Jon Favreau;Action,Comedy,Thriller
4453;Michael Jordan,Phil Jackson,Bob Costas,Bill Murray,Laurence Fishburne;Don Kempf,James D. Stern;Jonathan Hock;Documentary
4454;;Mark Osborne;Mark Osborne;Animation,Sci-Fi
4455;;Ben Stassen;;Documentary,Adventure
4456;Jasper Steverlinck,Kyoko Baertsoen,Harry Shearer;Ben Stassen;Ben Stassen;Animation,Horror,Thriller
4457;;;;Documentary,IMAX,Musical
4458;James Earl Jones;George Casey;George Casey,Mose Richards;Documentary
4459;Charlton Heston;George Casey;Mose Richards;Documentary
4460;Cassandra Peterson,Stuart Pankin,Harry Shearer,Andrea Thompson;Ben Stassen;;Documentary
4461;;;;Documentary
4462;George Burns,Charlie Schlatter,Tony Roberts,Miriam Flynn,Red Buttons;Paul Flaherty;Josh Goldstein,Jonathan Prince;Fantasy,Comedy
4463;Robert Downey Jr.,Kiefer Sutherland,Bruce Dern,Mariette Hartley,Winona Ryder;Ernest Thompson;Ernest Thompson;Drama,War
4464;William Hurt,Kathleen Turner,Geena Davis,Amy Wright,David Ogden Stiers;Lawrence Kasdan;;Drama,Romance
4465;Kelly McGillis,Jodie Foster,Bernie Coulson,Leo Rossi,Ann Hearn;Jonathan Kaplan;;Drama
4466;Steven Seagal,Pam Grier,Henry Silva,Sharon Stone,Ron Dean;Andrew Davis;;Action,Adventure,Drama,Thriller
4467;John Neville,Eric Idle,Sarah Polley,Oliver Reed,Uma Thurman;Terry Gilliam;;Action,Adventure,Comedy,Fantasy
4468;Hart Bochner,Colin Firth,Dora Bryan,Liz Smith,Mirella D'Angelo;Martin Donovan;Martin Donovan;Horror,Drama,Thriller,Foreign
4469;Peter Ustinov,Lauren Bacall,Carrie Fisher,John Gielgud,Piper Laurie;Michael Winner;;Thriller,Crime,Mystery,Drama
4470;Turo Pajala,Susanna Haavisto,Matti Pellonpää,Eetu Hilkamo;Aki Kaurismäki;;Drama
4471;Dudley Moore,Liza Minnelli,John Gielgud,Geraldine Fitzgerald,Stephen Elliott;Bud Yorkin;;Comedy,Romance
4472;Jennifer Rubin,Bruce Abbott,Richard Lynch,Dean Cameron,Harris Yulin;Andrew Fleming;;Horror,Thriller
4473;Gene Hackman,Danny Glover,Jerry Reed,David Marshall Grant,Clayton Rohner;Peter Markle;;Action,Drama,War
4474;Bette Midler,Barbara Hershey,John Heard,Spalding Gray,Lainie Kazan;Garry Marshall;;Comedy,Drama
4475;George Dzundza,Jason Patric,Steven Bauer,Stephen Baldwin,Don Harvey;Kevin Reynolds;;Drama,War
4476;Bette Midler,Lily Tomlin,Fred Ward,Edward Herrmann,Michele Placido;Jim Abrahams;;Comedy
4477;Paul Reubens,Penelope Ann Miller,Kris Kristofferson,Valeria Golino,Benicio del Toro;Randal Kleiser;Paul Reubens,George McGrath;Comedy,Family
4478;Matthew Broderick,Christopher Walken,Matt Mulhern,Corey Parker,Casey Siemaszko;Mike Nichols;;Comedy,Drama,Romance
4479;Forest Whitaker,Diane Venora,Keith David,Damon Whitaker,Michael Zelniker;Clint Eastwood;;Drama,Music
4480;Kevin Dillon,Shawnee Smith,Donovan Leitch, Jr.,Jeffrey DeMunn,Candy Clark;Chuck Russell;;Horror,Sci-Fi
4481;Sean Young,James Woods,John Kapelos,Grace Zabriskie,David Preston;Harold Becker;Darryl Ponicsan,Ben Stein;Drama,Romance
4482;Michael J. Fox,Kiefer Sutherland,Phoebe Cates,Jason Robards,Dianne Wiest;James Bridges;Jay McInerney;Drama
4483;Jackie Mason,Robert Stack,Dyan Cannon,Chevy Chase,Randy Quaid;Allan Arkush;;Comedy
4484;Isabelle Adjani,Gérard Depardieu,Laurent Grévill,Alain Cuny,Roch Leibovici;Bruno Nuytten;;Drama,History,Romance
4485;Lea Thompson,Victoria Jackson,Andrew Dice Clay,Mary Gross,Stephen Shellen;Geneviève Robert;Wendy Goldman,Judy Toll;Comedy,Romance
4486;Michael Keaton,Kathy Baker,Morgan Freeman,Tate Donovan,Henry Judd Baker;Glenn Gordon Caron;;Drama
4487;Tom Cruise,Bryan Brown,Elisabeth Shue,Lisa Banes,Kelly Lynch;Roger Donaldson;;Drama,Romance
4488;Sean Penn,Robert Duvall,María Conchita Alonso,Randy Brooks,Grand L. Bush;Dennis Hopper;;Action,Crime,Drama
4489;Eddie Murphy,Arsenio Hall,James Earl Jones,John Amos,Shari Headley;John Landis;;Comedy,Romance
4490;Dan Aykroyd,Walter Matthau,Charles Grodin,Donna Dixon,Richard Romanus;Michael Ritchie;Steven Kampmann;Comedy
4491;Gary Oldman,Kevin Bacon,Tess Harper,Karen Young,Joe Don Baker;Martin Campbell;;Drama,Thriller,Romance
4492;Dee Wallace,M. Emmet Walsh,Billy Green Bush,Scott Grimes,Nadine Van der Velde;Stephen Herek;;Comedy,Horror,Sci-Fi
4493;Scott Grimes,Don Keith Opper,Terrence Mann,Roxanne Kernohan,Eddie Deezen;Mick Garris;;Thriller,Comedy,Horror,Sci-Fi
4494;John Calvin,Aimee Brooks,Christian Cousins,Leonardo DiCaprio,Nina Axelrod;Kristine Peterson;;Thriller,Horror,Comedy,Sci-Fi
4495;Amy Irving,Peter Riegert,Reizl Bozyk,Jeroen Krabbé,Sylvia Miles;Joan Micklin Silver;;Comedy,Drama,Romance
4496;Dennis Quaid,Meg Ryan,Charlotte Rampling,Daniel Stern,Jane Kaczmarek;Annabel Jankel,Rocky Morton;;Thriller,Mystery
4497;Treat Williams,Joe Piscopo,Lindsay Frost,Darren McGavin,Vincent Price;Mark Goldblatt;Terry Blackwood;Action,Comedy,Drama,Horror,Sci-Fi,Thriller
4498;Clint Eastwood,Patricia Clarkson,Liam Neeson,Evan C. Kim,Jim Carrey;Buddy Van Horn;;Action,Crime,Thriller
4499;Steve Martin,Michael Caine,Glenne Headly,Anton Rodgers,Barbara Harris;Frank Oz;;Crime,Comedy
4500;Joan Plowright,Juliet Stevenson,Joely Richardson,Bernard Hill,Jason Edwards;Peter Greenaway;Peter Greenaway;Comedy,Drama
4501;Cassandra Peterson,Susan Kellermann,Jeff Conaway,Daniel Greene,Edie McClurg;James Signorelli;;Fantasy,Horror,Comedy,Sci-Fi
4502;Jim Varney,Douglas Seale,Noelle Parker,Gailard Sartain,Bill Byrge;John R. Cherry III;;Comedy,Family
4503;Dennis Quaid,Jessica Lange,Timothy Hutton,John Goodman,Carl Lumbly;Taylor Hackford;;Drama,Romance
4504;Rebecca De Mornay,Mary Gross,Fred Dalton Thompson,Larry Cedar,Ken Marshall;Daniel Goldberg;Len Blum,Daniel Goldberg;Action,Comedy,Family
4505;Molly Ringwald,Randall Batinkoff,Kenneth Mars,Miriam Flynn,Sharon Brown;John G. Avildsen;Denise DeClue,Tim Kazurinsky;Drama,Family,Romance
4506;Harrison Ford,Emmanuelle Seigner,Betty Buckley,John Mahoney,Jimmie Ray Weeks;Roman Polanski;;Thriller,Action,Crime,Drama,Mystery
4507;Molly Ringwald,Andrew McCarthy,Ben Stiller,Viggo Mortensen,Molly Hagan;David Anspaugh;;Drama,Romance
4508;Sigourney Weaver,Bryan Brown,Julie Harris,John Omirah Miluwi,Iain Cuthbertson;Michael Apted;;Drama
4509;John Candy,Dan Aykroyd,Annette Bening,Stephanie Faracy,Chris Young;Howard Deutch;John Hughes;Comedy
4510;David Keith,Tuesday Weld,Charlie Schlatter,Angela Goethals,Chris Mulkey;Chris Columbus;;Comedy,Music
4511;Steve Guttenberg,Peter O'Toole,Daryl Hannah,Beverly D'Angelo,Liam Neeson;Neil Jordan;Neil Jordan;Horror,Fantasy,Comedy
4512;Bobcat Goldthwait,John Candy,Dabney Coleman,Virginia Madsen,Cindy Pickett;Michael Dinner;Stephen Neigher,Hugo Gilbert,Charlie Peters;Comedy
4513;Kelly McGillis,Jeff Daniels,Mandy Patinkin,Jessica Tandy;Peter Yates;Walter Bernstein;Drama
4514;Romy Windsor,Michael T. Weiss,Antony Hamilton,Susanne Severeid,Maxine John;John Hough;;Horror
4515;John Lennon,Yoko Ono,Paul McCartney,George Harrison,Ringo Starr;Andrew Solt;;Documentary,Music
4516;Anthony Michael Hall,Robert Downey Jr.,Uma Thurman,Paul Gleason,Steve James;Bud Smith ;;Comedy
4517;Lukas Haas,Len Cariou,Alex Rocco,Katherine Helmond,Jason Presson;Frank LaLoggia;Frank LaLoggia;Horror,Thriller
4518;Amanda Donohoe,Hugh Grant,Catherine Oxenberg,Peter Capaldi,Sammi Davis;Ken Russell;Bram Stoker;Comedy,Horror
4519;Gabriel Damon,Candace Hutson,Judith Barsi,Will Ryan,Pat Hingle;Don Bluth;;Animation,Adventure,Family
4520;Corey Haim,Corey Feldman,Carol Kane,Heather Graham,Richard Masur;Greg Beeman;Neil Tolkin;Comedy,Family
4521;Sidney Poitier,River Phoenix,Richard Jenkins,Caroline Kava,Lucy Deakins;Richard Benjamin;;Drama,Action,Thriller
4522;Rob Lowe,Meg Tilly,Kim Cattrall,Doug Savant,John Glover;Bob Swaim;;Drama,Romance,Mystery,Thriller
4523;Rubén Blades,Sônia Braga,James Gammon,Melanie Griffith,John Heard;Robert Redford;;Comedy,Drama
4524;Richard Dreyfuss,Raúl Juliá,Sônia Braga,Jonathan Winters,Rui Rezende;Paul Mazursky;;Action,Comedy,Drama,Romance
4525;Richard Pryor,Beverly Todd,Randy Quaid,Stacey Dash,Raphael Harris;Alan Metter;Andy Breckman;Comedy
4526;Dan Aykroyd,Kim Basinger,Jon Lovitz,Alyson Hannigan,Seth Green;Richard Benjamin;Herschel Weingrod,Timothy Harris,Jonathan Reynolds;Comedy,Sci-Fi
4527;River Phoenix,Ann Magnuson,Meredith Salenger,Ione Skye,Louanne;William Richert;William Richert;Drama,Romance
4528;Willem Dafoe,Gregory Hines,Fred Ward,Amanda Pays,Scott Glenn;Christopher Crowe;Christopher Crowe,Jack Thibeau;Action,Crime,Drama,Mystery,Thriller
4529;Marianne Sägebrecht,CCH Pounder,Jack Palance,Christine Kaufmann,Monica Calhoun;Percy Adlon;;Comedy,Drama
4530;Pamela Gidley,Alan Boyce,Michael Elgart,Jennifer Rubin,Michelle Meyrink;Marisa Silver;;Drama
4531;Arnold Schwarzenegger,Jim Belushi,Ed O'Ross,Peter Boyle,Laurence Fishburne;Walter Hill;;Comedy,Action,Crime
4532;James Karen,Thom Mathews,Suzanne Snyder,Michael Kenworthy,Marsha Dietlein;Ken Wiederhorn;Ken Wiederhorn;Comedy,Horror
4533;Clu Gulager,James Karen,Don Calfa,Thom Mathews,John Philbin;Dan O'Bannon;;Comedy,Horror
4534;Tom Burlinson,Sigrid Thornton,Brian Dennehy,Nicholas Eadie,Mark Hembrow;Geoff Burrowes;;Adventure,Drama,Action,Western,Family
4535;Tom Burlinson,Terence Donovan,Kirk Douglas,Tommy Dysart,Bruce Kerr;George T. Miller;;Drama,Action,Western,Romance
4536;Burt Lancaster,Suzy Amis,Patricia Clarkson,Frances Conroy,Sinéad Cusack;Daniel Petrie;Amos Poe;Drama,Family
4537;Christine Lahti,Judd Hirsch,River Phoenix,Martha Plimpton,Jonas Abry;Sidney Lumet;Naomi Foner Gyllenhaal;Drama
